resume (1).pdf,59.07,"mongodb, git, javascript, react, react",,Great! Your resume aligns well with the job description.
resume (1).pdf,42.89,"mongodb, git, javascript, react",,Great! Your resume aligns well with the job description.
resume (1).pdf,42.89,"mongodb, git, javascript, react",,Great! Your resume aligns well with the job description.
resume (1).pdf,42.89,"mongodb, git, javascript, react, node",,Great! Your resume aligns well with the job description.
